,Unnamed: 0,File,V_Neg,V_Neut,V_Pos,A_Neut,A_Pos,Laning,Shopping,Returning,Roaming,Fighting,Pushing,Defending,Dead,Misc
563,563,190_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
564,564,77_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
565,565,98_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
566,566,97_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
567,567,159_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
568,568,57_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
570,570,80_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
573,573,28_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
576,576,172_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
577,577,3_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
578,578,144_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
579,579,2_05_02.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
581,581,172_05_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
582,582,174_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
583,583,85_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
584,584,194_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
586,586,232_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
587,587,97_05_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
589,589,115_02_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
592,592,20_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
593,593,127_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
594,594,183_02_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
598,598,116_03_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
601,601,209_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
602,602,63_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
603,603,205_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
604,604,18_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
605,605,237_03_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
610,610,233_03_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
611,611,82_01_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
613,613,18_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
614,614,40_06_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
615,615,212_04_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
618,618,71_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
619,619,43_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
621,621,3_04_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
622,622,217_01_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
623,623,173_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
624,624,53_05_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
626,626,93_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
627,627,131_01_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
630,630,182_06_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
631,631,16_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
634,634,17_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
635,635,20_07_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
636,636,180_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
637,637,21_02_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
638,638,30_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
639,639,231_01_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
641,641,222_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
642,642,142_01_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
644,644,33_04_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
645,645,74_03_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
646,646,91_05_01.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
647,647,136_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
649,649,43_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
650,650,134_05_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
652,652,32_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
659,659,31_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
660,660,72_03_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
661,661,143_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
665,665,23_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
667,667,102_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
668,668,95_05_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
669,669,32_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
670,670,155_02_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
671,671,80_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
672,672,106_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
675,675,93_07_01.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
677,677,77_05_02.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
679,679,179_05_02.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
682,682,125_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
684,684,163_01_01.mp4,0,0,1,1,0,0,1,0,0,0,0,0,0,0
688,688,130_02_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
689,689,233_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
690,690,131_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
691,691,82_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
692,692,60_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
693,693,233_05_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
694,694,229_03_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
695,695,73_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
696,696,218_05_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
697,697,125_05_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
699,699,214_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
700,700,132_06_01.mp4,0,1,0,0,1,0,0,0,0,0,0,0,1,0
704,704,120_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
705,705,165_02_02.mp4,0,1,0,0,1,0,0,1,0,0,0,0,0,0
706,706,36_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
708,708,234_05_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
710,710,75_03_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
712,712,68_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
713,713,239_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
714,714,105_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
716,716,232_06_01.mp4,0,0,1,0,1,0,0,0,0,1,0,0,0,0
718,718,213_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
720,720,176_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
722,722,73_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
723,723,18_02_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
724,724,49_04_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
725,725,62_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
726,726,70_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
727,727,45_06_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
731,731,128_04_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
733,733,137_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
734,734,50_03_02.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0
737,737,182_03_02.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
739,739,38_07_01.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
741,741,68_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
742,742,29_05_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
743,743,13_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
744,744,183_03_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
745,745,26_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
747,747,73_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
748,748,113_04_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
749,749,67_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
750,750,106_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
754,754,112_01_02.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
756,756,207_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
757,757,43_02_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
759,759,209_04_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
760,760,66_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
761,761,73_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
762,762,97_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
764,764,152_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
765,765,72_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
766,766,43_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
767,767,203_03_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
768,768,225_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
771,771,28_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
772,772,147_02_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
773,773,78_04_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
775,775,81_02_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
776,776,65_03_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
777,777,125_01_03.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
778,778,126_04_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
780,780,1_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
782,782,215_07_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
784,784,172_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
786,786,224_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
788,788,170_06_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
789,789,228_04_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
791,791,20_01_03.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
792,792,34_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
796,796,204_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
797,797,63_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
799,799,184_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
801,801,5_01_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
804,804,102_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
807,807,162_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
808,808,103_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
809,809,152_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
810,810,219_04_02.mp4,1,0,0,0,1,0,0,1,0,0,0,0,0,0
812,812,93_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
813,813,79_02_01.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
814,814,152_05_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
816,816,155_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
817,817,123_02_01.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
818,818,182_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
820,820,33_07_02.mp4,1,0,0,0,1,0,0,0,0,1,0,0,0,0
821,821,9_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
823,823,141_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
824,824,9_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
825,825,211_01_03.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
826,826,36_05_02.mp4,0,0,1,0,1,0,0,1,0,0,0,0,0,0
828,828,109_05_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
829,829,128_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
830,830,172_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
831,831,47_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
832,832,227_03_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
836,836,47_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
837,837,177_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
838,838,34_03_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
841,841,107_02_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
843,843,216_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
847,847,60_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
849,849,186_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
852,852,108_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
853,853,154_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
855,855,174_01_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
856,856,209_05_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
857,857,171_06_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
860,860,157_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
861,861,0_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
866,866,64_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
867,867,97_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
870,870,228_05_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
873,873,231_01_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
874,874,217_05_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
875,875,9_07_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
876,876,174_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
878,878,189_01_01.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
881,881,153_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
882,882,237_04_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
883,883,220_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
886,886,8_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
887,887,163_01_02.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
889,889,6_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
890,890,144_03_03.mp4,0,0,1,1,0,0,0,1,0,0,0,0,0,0
891,891,208_05_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
892,892,221_01_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
896,896,107_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
898,898,62_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
899,899,192_07_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
900,900,129_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
903,903,60_04_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
905,905,67_03_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
906,906,62_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
907,907,19_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
908,908,162_02_02.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
911,911,86_02_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
912,912,40_01_02.mp4,0,0,1,1,0,0,0,0,1,0,0,0,0,0
913,913,104_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
914,914,186_05_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
915,915,169_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
918,918,234_02_03.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
919,919,190_04_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
926,926,191_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
928,928,192_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
930,930,94_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
933,933,163_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
935,935,229_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
936,936,171_03_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
937,937,27_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
938,938,173_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
939,939,59_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
942,942,185_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
944,944,184_05_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
945,945,88_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
947,947,148_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
949,949,54_04_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
950,950,1_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
953,953,219_06_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
954,954,103_06_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
955,955,174_05_01.mp4,0,0,1,1,0,0,0,0,0,0,1,0,0,0
956,956,154_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,1,0,0
957,957,182_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
958,958,73_02_01.mp4,1,0,0,1,0,0,0,0,0,0,0,0,1,0
959,959,45_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
960,960,155_02_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
961,961,147_04_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
962,962,106_01_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
964,964,198_02_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
966,966,118_03_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
967,967,15_07_01.mp4,0,1,0,0,1,0,0,0,1,0,0,0,0,0
969,969,212_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
970,970,51_06_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
971,971,8_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
972,972,32_03_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
973,973,75_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
974,974,144_01_02.mp4,0,1,0,0,1,0,0,0,0,0,0,0,1,0
976,976,84_04_01.mp4,1,0,0,1,0,0,0,0,1,0,0,0,0,0
977,977,78_03_01.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
980,980,158_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
982,982,65_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
984,984,57_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
985,985,110_02_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
987,987,182_04_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
988,988,56_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
989,989,196_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
990,990,65_03_03.mp4,0,0,1,0,1,0,0,0,0,0,0,0,1,0
993,993,209_01_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
995,995,197_02_02.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
996,996,229_02_02.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
997,997,17_07_01.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
998,998,74_05_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
999,999,39_03_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1000,1000,212_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1003,1003,103_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1005,1005,157_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1006,1006,147_06_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1008,1008,115_04_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1010,1010,26_07_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1011,1011,51_04_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1012,1012,209_07_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1013,1013,100_05_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1015,1015,4_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1016,1016,1_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1017,1017,223_04_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1019,1019,90_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1021,1021,168_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1022,1022,63_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1023,1023,84_02_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1025,1025,120_01_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1029,1029,10_05_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1033,1033,18_04_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1034,1034,120_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1037,1037,141_04_02.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1038,1038,188_01_03.mp4,0,0,1,1,0,0,0,0,0,0,0,1,0,0
1039,1039,151_04_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1040,1040,160_03_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1042,1042,117_04_03.mp4,1,0,0,1,0,1,0,0,0,0,0,0,0,0
1043,1043,160_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1044,1044,166_02_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1045,1045,6_07_02.mp4,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1046,1046,21_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1048,1048,213_01_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1049,1049,187_03_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1052,1052,210_01_02.mp4,0,0,1,1,0,0,0,0,0,0,0,0,1,0
1054,1054,127_01_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1055,1055,191_04_02.mp4,1,0,0,1,0,0,0,0,0,1,0,0,0,0
1056,1056,42_06_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1059,1059,12_06_03.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1060,1060,41_03_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1062,1062,98_05_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1063,1063,48_01_03.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1064,1064,13_02_01.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1068,1068,82_02_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1071,1071,2_02_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1073,1073,176_04_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1074,1074,94_05_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1075,1075,45_03_02.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1077,1077,215_06_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1079,1079,20_05_02.mp4,0,0,1,0,1,0,0,0,1,0,0,0,0,0
1080,1080,175_05_01.mp4,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1081,1081,130_02_01.mp4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1082,1082,202_01_03.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1083,1083,98_03_03.mp4,0,1,0,1,0,0,1,0,0,0,0,0,0,0
1084,1084,136_07_01.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1085,1085,145_07_01.mp4,0,1,0,0,1,0,0,0,0,0,0,0,1,0
1086,1086,228_07_01.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1088,1088,45_05_03.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1090,1090,28_06_01.mp4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
1093,1093,64_04_02.mp4,0,0,1,0,1,1,0,0,0,0,0,0,0,0
1096,1096,9_04_02.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1098,1098,69_02_03.mp4,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1099,1099,152_03_02.mp4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1100,1100,178_03_02.mp4,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1101,1101,14_03_01.mp4,0,0,1,1,0,1,0,0,0,0,0,0,0,0
